severity,type,slug,entryId,titleZh,cueId,time,en,zh,details
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,21,00:03:08.380 --> 00:03:15.380,The idea of an operating system running on our beloved mainframe that was coded by a bunch of strangers on the internet.,作業系統能在我們心愛的大型主機上運行，這點令人驚訝，尤其是那些在網路上不認識的人所編寫的程式碼。,ZH length 48; 6.9 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,22,00:03:15.380 --> 00:03:22.380,"I mean, you wanted to take this seriously? Well, that was like back in 2000. Another leap of faith in Linux is still running on the mainframe.",你認真看待這件事嗎？那是2000年左右的事了。Linux 在大型主機上持續運作，是另一個信念的飛躍。,ZH length 49; 7.0 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,23,00:03:22.380 --> 00:03:29.380,"It's hugely popular. Lastly, KVM, or a kernel-based virtual machine, is an open source hypervisor.",它非常受歡迎。最後，KVM 或稱 kernel-based virtual machine，是開源的 hypervisor。,ZH length 57; 8.1 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,24,00:03:29.380 --> 00:03:37.380,"Similar to ZVM, it's another type I hypervisor, meaning it doesn't require another operating system because it is an operating system.",類似於 ZVM，它是另一種 type I hypervisor，表示它不需要另一個作業系統，因為它本身即為作業系統。,ZH length 54; 6.8 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,25,00:03:37.380 --> 00:03:45.380,"People like it because it integrates with KVM running on other platforms, and it's used a lot for distributed workloads where you need a lot of something.",大家喜歡它是因為可整合在其他平台運行的 KVM，且廣泛用於需要大量資源的分散式工作負載。,ZH length 43; 5.4 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,32,00:04:26.380 --> 00:04:35.380,"By better knowing the management functions of an operating system, we can better evaluate exactly what components of ZOS are responsible for what we're interested in.",透過更了解作業系統的管理功能，我們能更精準評估 ZOS 中哪些組件負責我們關心的部分。,ZH length 41; 4.6 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,33,00:04:35.380 --> 00:04:44.380,"The ZOS operating system is made up of components. Some of these components are base elements, which the operating system comes with and is configured with by default.",ZOS 作業系統由多個組件構成，其中一些是基本元素，作業系統預設包含並配置。,ZH length 37; 4.1 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,72,00:07:18.380 --> 00:07:26.380,"When you use another component, the system display and search facility, thankfully shortened to SDSF to look at all of that output.",當你使用另一個元件，也就是系統顯示與搜尋功能，幸好簡稱為 SDSF，來查看所有輸出。,ZH length 41; 5.1 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,82,00:08:03.380 --> 00:08:11.380,"You need to be able to say exactly how long the average transaction is running for, how long users are waiting for the response, all that kind of stuff.",你需要準確說出平均交易執行多久，用戶等待回應的時間，以及所有這類資訊。,ZH length 35; 4.4 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,85,00:08:25.380 --> 00:08:34.380,"Managing storage is important, and the mainframe uses DFSMS, the data facility storage management service, to manage what data goes where.",管理儲存空間非常重要，大型主機使用 DFSMS（資料設施儲存管理服務）來管理資料擺放位置。,ZH length 44; 4.9 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,88,00:08:45.380 --> 00:08:54.380,"Just like with other managers, it makes sure that when you're running multiple things at the same time on the same platform, they all get a fair slice of the system resources.",就像其他管理員一樣，它確保在同一平台同時執行多項作業時，系統資源能公平分配。,ZH length 38; 4.2 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,98,00:09:25.380 --> 00:09:36.380,"TCPIP, or to be complete, SNA, TCPIP, which stands for Systems Network Architecture, Transmission Control Protocol, Internet Protocol.",TCPIP，完整說法是 SNA、TCPIP，分別代表系統網路架構、傳輸控制協定和網際網路協定。,ZH length 46; 4.2 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,106,00:10:09.380 --> 00:10:15.380,"Almost like a database for tracking events, that's SMF, the Systems Management Facility.",這就像追蹤事件的資料庫，這是 SMF，也就是 Systems Management Facility。,ZH length 47; 7.8 chars/sec
medium,long_zh_cue,mainframe-operating-systems,1_q1drndng,大型主機作業系統,108,00:10:21.380 --> 00:10:26.380,"And last, but certainly not least, is USS, or UNIX system services.",最後，當然也很重要的是 USS，或稱 UNIX system services。,ZH length 36; 7.2 chars/sec
medium,long_zh_cue,millicode,1_lwog53qm,Millicode,1,00:00:03.310 --> 00:00:08.670,"Hi, I'm Brunchandama. I'm a lead design engineer walking on Millicoat. So what is Millicoat?",嗨，我是 Brunchandama。我是 Millicoat 的資深設計工程師。那什麼是 Millicoat？,ZH length 51; 9.5 chars/sec
medium,long_zh_cue,millicode,1_lwog53qm,Millicode,2,00:00:08.670 --> 00:00:18.270,"It basically is a form of microarchitecture that runs on IBMC. And by microarchitecture, I mean, there's a",基本上，Millicoat 是一種運行於 IBM Z 的微架構。所謂微架構，指的是有一層,ZH length 40; 4.2 chars/sec
medium,long_zh_cue,millicode,1_lwog53qm,Millicode,13,00:01:10.310 --> 00:01:17.430,"Millicoat is also involved in a few other key aspects of IBMC. We do system initialization,",Millicoat 也參與 IBMC 的其他一些重要方面。我們進行系統初始化，,ZH length 36; 5.1 chars/sec
medium,long_zh_cue,millicode,1_lwog53qm,Millicode,15,00:01:22.790 --> 00:01:29.190,"that's IML. Millicoat is involved with virtualization. So you have a single resource, a system,",這就是 IPL。Millicoat 也涉及虛擬化。你有一個單一資源或系統，,ZH length 35; 5.5 chars/sec
medium,long_zh_cue,millicode,1_lwog53qm,Millicode,18,00:01:38.470 --> 00:01:43.270,"psi or start interpretive execution, and that instruction is implemented in Millicoat.",psi 或 start interpretive execution，這個指令由 Millicoat 實作。,ZH length 48; 10.0 chars/sec
medium,long_zh_cue,sysplex,1_0umo87q5,Sysplex,6,00:00:27.110 --> 00:00:28.110,concepts.,首先是 STP，也就是 server-time protocol（伺服器時間協定）。,ZH length 39; 39.0 chars/sec
medium,long_zh_cue,sysplex,1_0umo87q5,Sysplex,28,00:01:39.270 --> 00:01:44.510,And these allow direct memory access communications between Sysplex memory and the memory,而這些允許Sysplex記憶體與連接系統記憶體之間的直接記憶體存取通訊。,ZH length 36; 6.9 chars/sec
medium,long_zh_cue,sysplex,1_0umo87q5,Sysplex,65,00:03:48.430 --> 00:03:53.670,"If you've got a Sysplex with only one L-Par in it, is it really a Sysplex?",如果你的 Sysplex 裡只有一個 L-Par，那它真的是 Sysplex 嗎？,ZH length 36; 6.9 chars/sec
medium,long_zh_cue,sysplex,1_0umo87q5,Sysplex,78,00:04:37.790 --> 00:04:41.750,"In a parallel Sysplex, the coupling facility handles all the complexities and",在 parallel Sysplex 中，耦合設施負責處理所有系統協作的複雜性及,ZH length 37; 9.3 chars/sec
medium,long_zh_cue,sysplex,1_0umo87q5,Sysplex,81,00:04:51.110 --> 00:04:57.310,That would mean one L-Par on each mainframe hooked into a 32-way Sysplex.,那意味著每台大型主機上會有一個 L-Par，連接到一個 32 節點的 Sysplex。,ZH length 39; 6.3 chars/sec
medium,long_zh_cue,sysplex,1_0umo87q5,Sysplex,91,00:05:29.150 --> 00:05:35.550,"So if I've got 16 L-Pars in my Sysplex, we're just saying, I can bring down four of them,",如果我的 Sysplex 裡有 16 個 LPAR，我們就是說，我可以將其中四個關機，,ZH length 38; 5.9 chars/sec
medium,long_zh_cue,transaction-level-security,1_1ndlj8bd,交易層級安全,54,00:03:34.230 --> 00:03:40.350,"For starters, there's CPACF, the CP Assist for cryptographic functions.",首先，有 CPACF，也就是 CP Assist for cryptographic functions。,ZH length 47; 7.7 chars/sec
medium,long_zh_cue,transaction-level-security,1_1ndlj8bd,交易層級安全,63,00:04:16.150 --> 00:04:22.350,"And I do mean all aspects, because starting with the Z14 version of the IBMZ mainframe,",我說的確實是所有面向，因為從 IBM Z mainframe 的 Z14 版本開始，,ZH length 36; 5.8 chars/sec
medium,long_zh_cue,transaction-level-security,1_1ndlj8bd,交易層級安全,64,00:04:22.350 --> 00:04:27.510,"there's a feature called pervasive encryption, which lets us more easily keep data encrypted",有一項稱為 pervasive encryption（全域加密）的功能，讓我們更輕鬆保持資料加密狀態,ZH length 48; 9.3 chars/sec
medium,long_zh_cue,virtualization,1_1fl2qymd,虛擬化,100,00:03:58.790 --> 00:04:00.390,you can use these zip processors,你可以使用這些 zIIP processor,ZH length 20; 12.5 chars/sec
medium,near_duplicate_previous_zh_cue,virtualization,1_1fl2qymd,虛擬化,128,00:05:14.110 --> 00:05:17.350,"can be dedicated fully to one L-PAR,",可以完整專屬配置給單一 LPAR，,Similar to previous cue 127
medium,long_zh_cue,virtualization,1_1fl2qymd,虛擬化,137,00:05:42.350 --> 00:05:44.110,"One last word about virtualization,",最後再談一次 virtualization，,ZH length 21; 11.9 chars/sec
medium,long_zh_cue,what-is-an-operating-system,1_jicvw3wr,什麼是作業系統？,2,00:00:09.320 --> 00:00:15.240,We never really actually defined what one is and you might not have actually given a much thought to what an operating system is,但我們從來沒有真正定義過作業系統是什麼，你可能也沒多想過作業系統到底是什麼。,ZH length 38; 6.4 chars/sec
medium,long_zh_cue,what-is-an-operating-system,1_jicvw3wr,什麼是作業系統？,18,00:01:33.720 --> 00:01:39.560,"Okay, now the waiting state. This is where it gets a little bit interesting a process typically doesn't just start and end",好的，現在是等待狀態。這裡開始有點有趣，程序通常不會就這麼自動開始並結束,ZH length 36; 6.2 chars/sec
medium,long_zh_cue,what-is-an-operating-system,1_jicvw3wr,什麼是作業系統？,51,00:04:14.720 --> 00:04:21.640,We want our applications to run as quickly and efficiently as possible and one way of doing that is by abstracting all the,我們希望應用程式能盡可能快速且有效率地執行，其中一種方法就是抽象化所有,ZH length 35; 5.1 chars/sec
medium,long_zh_cue,what-is-an-operating-system,1_jicvw3wr,什麼是作業系統？,52,00:04:21.840 --> 00:04:30.400,Complexities of memory management away from the developer and their applications and handling them in the memory management function and there you have it,記憶體管理的複雜性，讓開發人員和應用程式不必處理，改由記憶體管理功能負責。,ZH length 37; 4.3 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,1,00:00:03.220 --> 00:00:08.580,"So, why use mainframes? Because no two businesses are alike, even competitors in the same",那麼，為什麼要使用大型主機？因為即使是同一領域的競爭對手，企業也都不盡相同，,ZH length 38; 7.1 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,2,00:00:08.580 --> 00:00:14.100,"field, mainframes need to be open, adaptable, and ever evolving. And that's before we even",大型主機必須具備開放性、適應性，並且不斷演進。這還是在談處理能力或系統容量之前，,ZH length 40; 7.2 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,8,00:00:36.660 --> 00:00:41.700,"appear on the mainframe. What I'm getting at here is that if it's important, you'll find",例如，我們來談談 Linux，因為這是運行在 IBM Z 上效果非常好的實例，,ZH length 35; 6.9 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,11,00:00:52.860 --> 00:00:57.660,cloud instance. It runs great on the server under my desk. It even runs on my Raspberry,cloud instance 上運行得很好，在我桌下的伺服器上也很好，甚至可以跑在我的 Raspberry,ZH length 50; 10.4 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,12,00:00:57.660 --> 00:01:02.060,"Pi. So, why do I want to run Linux on the mainframe? Is it going to run any better? Well,",Pi 上。那麼，為什麼我想在大型主機上運行 Linux？它會跑得比較好嗎？嗯，,ZH length 37; 8.4 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,15,00:01:15.020 --> 00:01:21.260,"VLANs. Well, I can get that big powerful Linux system, but I can also run that Linux with all",我可以擁有那麼大且強大的 Linux 系統，同時也能讓它的所有資料在任何時候都,ZH length 37; 5.9 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,17,00:01:26.540 --> 00:01:31.660,that's pretty cool. I could build five more of those same exact servers without needing,我甚至能打造另外五台一模一樣的伺服器，不需要五倍的實體資源，因為有虛擬化技術。,ZH length 39; 7.6 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,18,00:01:31.740 --> 00:01:37.340,five times the physical resources because of virtualization. That's a huge bonus. I can even,這是一個很大的優勢。我甚至能在 z/OS 作業系統中啟動 Linux Docker 實例，,ZH length 40; 7.1 chars/sec
medium,long_zh_cue,why-use-mainframes,1_rqvsd0rw,為什麼使用大型主機？,25,00:02:10.540 --> 00:02:16.460,efficient cooling unit in a mainframe is much better than having 300 individual CPU fans out,在大型主機中使用大型高效冷卻系統，比起讓 300 個 CPU 風扇分散運作更佳。,ZH length 36; 6.1 chars/sec
medium,long_zh_cue,zos-security,1_b3hd3sa0,z/OS 安全,48,00:02:35.310 --> 00:02:44.310,"This is a hardware security module, HSM, that improves security by performing a lot of cryptographic functions on its specialized hardware.",這是一個硬體安全模組（HSM），透過其專用硬體執行許多密碼學功能來提升安全性。,ZH length 39; 4.3 chars/sec
medium,long_zh_cue,zos-security,1_b3hd3sa0,z/OS 安全,54,00:03:10.310 --> 00:03:23.310,"So if someone were to pull a heist where they broke into a data center with their masks on and they tiptoe over to the main frame and they gently slide out the HSM, throw it in their bag and jump in the getaway helicopter.",假設有人戴著面罩闖入資料中心，蹑手蹑腳走向大型主機，輕輕抽出 HSM，放進袋子，然後跳上逃逸直升機，,ZH length 49; 3.8 chars/sec
low,near_duplicate_next_zh_cue,activation-profiles,1_hchvg5wh,啟動設定檔,8,00:00:35.750 --> 00:00:40.130,profiles contain configuration information about the CPC and all of its,還有我們想在這些 l-par 上執行的作業系統相關資訊。,Similar to next cue 9
low,near_duplicate_next_zh_cue,computer-architecture,1_vb8qf96d,電腦架構,7,00:00:19.180 --> 00:00:20.820,"There's lots of different kinds of buildings,",有很多不同種類的建築物，,Similar to next cue 8
low,near_duplicate_next_zh_cue,computer-architecture,1_vb8qf96d,電腦架構,172,00:06:38.860 --> 00:06:40.540,"A phone is a type of computer,",手機也是一種電腦，,Similar to next cue 173
low,near_duplicate_next_zh_cue,mainframe-features,1_1v889967,大型主機特性,39,00:01:55.850 --> 00:01:57.850,It's not about me.,這不是關於我。,Similar to next cue 40
low,near_duplicate_next_zh_cue,virtualization,1_1fl2qymd,虛擬化,127,00:05:11.110 --> 00:05:14.110,"you can think about it just like being a line between the two,",可以完全專屬給一個 LPAR，,Similar to next cue 128
